id,name,class,rank,cost,focusCost,range,isAttack,damage,hasGraze,grazeDamage,hasResistance,resistanceDV,tags,description,isInnate,isHeroicTalent,parent
transmuter-crystal-of-light,Crystal of Light,transmuter,5,2,4,,FALSE,,FALSE,,FALSE,10,"summon,spell,legendary,limitencounter","Conjure a **Crystal of Light** in an adjacent empty tile. A **Crystal of Light** can **Move** using your AP. The **Crystal of Light** Teleports when making voluntary movement.

Damage dealt to a **Crystal of Light** is reduced to 1 and dealt as Piercing Chaos Damage. A **Crystal of Light** can't be Healed.

**ATK:** 0 | **MAG:** 0 | **HP:** [tier]+3 | **DEF:** 8 | **SPD:** 4 | **FP:** 0

A **Crystal of Light** is **Legendary.** While adjacent to a **Crystal of Light,** you and allied characters have the **Refraction** Reaction. *(You can't control more than one Legendary Summon.)*",FALSE,FALSE,
transmuter-refraction,Crystal of Light: Refraction,transmuter,5,reaction,0,Range 4,FALSE,,FALSE,,FALSE,10,"special,reaction,limitturn","**1/Turn — Condition:** You become the target of a **Ranged Action** that targets only one character.

**Effect:** Change the target of that **Action** to a character of your choice within **Range 4** of the **Crystal of Light.** The **Crystal of Light** takes **1 Piercing Chaos Damage.**",FALSE,FALSE,transmuter-crystal-of-light
occultist-dimensional-bolt,Dimensional Bolt,occultist,0,2,1,Range 4,TRUE,[mag]+1,FALSE,,FALSE,10,"ranged,spell,attack","**Flurry**

**On Hit:** Until the start of your next turn, if your **Summon** would deal damage to the target, it deals [tier] **Bonus Damage.**",FALSE,FALSE,
occultist-the-art,The Art,occultist,0,1,0,,FALSE,,FALSE,,FALSE,10,"spell,limitround","You may perform **The Art** with **1, 2, or 3 AP.** When you perform **The Art**, perform any available **Action** that costs **AP** less than or equal to the amount used to perform **The Art.**

Then, one **Summon** you control performs an available **Action** that costs **1 AP** as a **Free Action.**",FALSE,FALSE,
occultist-reposition-summon,Reposition Summon,occultist,0,passive,0,,FALSE,,FALSE,,FALSE,10,passive,"While moving, if you would **Collide** with your **Summon** or enter its tile from an adjacent tile, you may instead switch places with it.",FALSE,FALSE,
occultist-ultimate,Ultimate: The Communion,occultist,0,0,0,,FALSE,,FALSE,,FALSE,10,"heroic,ultimate,spell","For the rest of the encounter: You may perform **Attack** and **Spell Actions** as though you were in the same tile as any **Summon** you control. Additionally, you have **Death Erasure.**",FALSE,FALSE,
occultist-death-erasure,Death Erasure,occultist,0,reaction,0,Range 5,FALSE,,FALSE,,FALSE,10,"special,reaction,limitround","**1/Round — Condition:** You or an allied character within **Range 5** would fail a **Resistance Roll,** take any amount of damage, or die.

**Effect:** Sacrifice a **Summon.** If you do, ignore the effect that triggered **Death Erasure** and reduce any incoming damage to 0.",FALSE,FALSE,occultist-ultimate
occultist-heroic-master-summoner,Master Summoner,occultist,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"You can control two **Legendary Summons,** as long as you control no other **Summons** and they aren't two of the same **Legendary Summon.**

Your **Summons** can move diagonally. The first time you **Conjure** a **Legendary Summon** each encounter, if it's your turn, gain **(1ap).**

**1/Quest:** When you **Conjure** a **Legendary Summon, Spend 1 Inspiration:** That **Legendary Summon** gains **Focus Pool 6** (max. 6), has all non-Summon, non-Basic **Spell Actions** available to you, and can perform them using your AP. It also has **Start of Turn:** Recover 1 Focus.",FALSE,TRUE,
occultist-heroic-the-abyss,The Abyss,occultist,0,passive,0,,FALSE,2[mag],FALSE,,TRUE,10+[tier],"heroic,limitround","When your **Summon** dies, adjacent characters make a **Resistance Roll.** On a failure, those characters take **2[mag] Damage.** A character that **Resists** takes half as much damage.",FALSE,TRUE,
occultist-heroic-the-abyss-special,The Abyss: Seethe,occultist,0,1,0,,FALSE,2[mag],FALSE,,TRUE,10+[tier],"special,heroic,spell",**Spend 1 Inspiration:** Characters adjacent to one or more of your **Summons** make a **Resistance Roll** or take **2[mag] Damage.** A character that **Resists** takes half as much damage.,FALSE,TRUE,occultist-heroic-the-abyss
occultist-heroic-the-ritual,The Ritual,occultist,0,passive,0,,FALSE,,FALSE,,FALSE,10,"heroic,limitround","**1/Round,** when you **Sacrifice** a **Summon** during your turn, **Spend 1 Inspiration:** Gain **1 AP.**",FALSE,TRUE,
occultist-heroic-the-ritual-special,The Ritual: Sacrifice Summon,occultist,0,0,0,,FALSE,,FALSE,,FALSE,10,"special,heroic,spell",**Sacrifice** a **Summon:** Gain **2 Focus.** *(You can't exceed the maximum in your Focus Pool.)*,FALSE,TRUE,occultist-heroic-the-ritual
occultist-heroic-the-hourglass,The Hourglass,occultist,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"Increases **Focus Pool.** (+1)

You gain an additional **Reaction** during each other character's turn. Use this **Reaction** only to perform a *Spell* Reaction.",FALSE,TRUE,
occultist-heroic-dilettante,Dilettante: Occultist,occultist,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"You gain the **Basic Ability** ""The Art."" *(You can never gain two abilities with the same name.)*",FALSE,TRUE,
occultist-conjure-blockade,Conjure Blockade,occultist,1,1,1,,FALSE,,FALSE,,FALSE,10,"summon,spell,limitround","Conjure a **Blockade** in an adjacent empty tile. A **Blockade** has no Basic Actions. It can be used as cover, and is considered a destructible object only for the purposes of providing cover.

The **Blockade** has **Armor** equal to 3 plus your Tier.

**ATK:** 0 | **MAG:** 0 | **HP:** [tier]+6 | **Armor:** 3 | **DEF:** 11 | **SPD:** 0 | **FP:** 0",FALSE,FALSE,
occultist-conjure-legion,Conjure Legion,occultist,1,2,2,,FALSE,,FALSE,,FALSE,10,"summon,spell,limitround","Conjure a **Legion** in an adjacent empty tile. A **Legion** can perform *Basic* **Move, Attack,** and **Evade** using your AP.

**ATK:** Yours | **MAG:** Yours | **HP:** [tier]+4 | **Armor:** 0 | **DEF:** 11 | **SPD:** 4 | **FP:** 0",FALSE,FALSE,
occultist-the-talisman,The Talisman,occultist,1,reaction,0,,FALSE,,FALSE,,FALSE,10,"spell,reaction,limitturn","**1/Turn — Condition:** An allied character adjacent to your **Summon** makes an **Attack Roll** or **Resistance Roll.**

**Effect:** The allied character gains **+1 Advantage** on the **Attack Roll** or **Resistance Roll.**",FALSE,FALSE,
occultist-summon-opportunity,Summon Attack of Opportunity,occultist,1,reaction,0,,FALSE,,FALSE,,FALSE,10,"attack,reaction,limitturn","**1/Turn — Condition:** A hostile character within the **Range** of a **Melee Attack** action available to your **Summon** performs a **Movement Action.**

**Effect:** Your **Summon** uses that **Melee Attack Action** on the triggering character before the triggering **Action.** Each **Summon** can attack this way no more than **1/Round.**",FALSE,FALSE,
occultist-fortified-conjurations,Fortified Conjurations,occultist,2,passive,0,,FALSE,,FALSE,,FALSE,10,,Your **Summons** have **Max HP: +4.**,FALSE,FALSE,
occultist-conjure-dantalion,Conjure Dantalion,occultist,2,2,3,,FALSE,,FALSE,,FALSE,10,"summon,spell,legendary,limitround","Conjure **Dantalion** in an adjacent empty tile. **Dantalion** can perform *Basic* **Move, Attack,** and **Evade** using your AP.

**ATK:** Yours | **MAG:** 1d8 | **HP:** [tier]+4 | **Armor:** 0 | **DEF:** 10 | **SPD:** 3 | **FP:** 0

**Dantalion** is **Legendary** and has the **Tome** Reaction, which uses your Reaction. *(You can't control more than one Legendary Summon.)*",FALSE,FALSE,
occultist-the-tome,Dantalion: The Tome,occultist,2,reaction,0,Range 6,TRUE,[mag]+[tier],FALSE,,FALSE,10,"special,reaction,limitround","**1/Round — Condition:** An allied character other than the summoner attacks a hostile target within **Range 6** of **Dantalion** during their turn.

**Effect:** *Ranged Spell Attack* — **Range:** 6 | **DMG:** [mag]+[tier]

This attack targets the hostile target. It treats obstructions as cover as long as any unobstructed path to the target exists.",FALSE,FALSE,occultist-conjure-dantalion
occultist-conjure-paimon,Conjure Paimon,occultist,2,2,3,,FALSE,,FALSE,,FALSE,10,"summon,spell,legendary,limitround","Conjure **Paimon** in an adjacent empty tile. **Paimon** can perform *Basic* **Move, Attack,** and **Evade** using your AP.

- **Paimon** is **Flying** and deals all damage as **Chaos Damage.**
- **Paimon's** movement doesn't trigger hostile **Reactions.**

**ATK:** 1 | **MAG:** 1 | **HP:** [tier]+5 | **DEF:** 10 | **SPD:** 3 | **FP:** 0

**Paimon** is **Legendary** and has the **Cure** Reaction, which uses your Reaction. *(You can't control more than one Legendary Summon.)*",FALSE,FALSE,
occultist-the-cure,Paimon: The Cure,occultist,2,reaction,0,,FALSE,,FALSE,,FALSE,10,"special,reaction","**Condition:** An allied character moves adjacent to or begins their turn adjacent to **Paimon.**

**Effect:** **Paimon** suffers **2 Chaos Damage.** The allied character clears up to one non-self-inflicted **Condition** and may become **Blessed** or gain **Barrier 2.** *(Their choice.)* This **Barrier** isn't lost as turns end.",FALSE,FALSE,occultist-conjure-paimon
occultist-the-concept,The Concept,occultist,3,2,0,,FALSE,,FALSE,,FALSE,10,"support,spell,limitround",Recover one third of your maximum **Focus.**,FALSE,FALSE,
occultist-the-boundary,The Boundary,occultist,3,passive,0,,FALSE,,FALSE,,FALSE,10,,**Beginning of Encounter:** Perform a *Summon Spell* **Action** as a **Free Reaction** before any character takes a turn. *(You still pay its costs.)*,FALSE,FALSE,
occultist-the-curse,The Curse,occultist,3,2,2,Melee,TRUE,2[mag],FALSE,,FALSE,10,"melee,spell,attack,limitround",**On Attack:** At the beginning of your next turn — up to one **Summon** you control performs **The Curse** as a **Free Action (0ap)** with no **Focus Cost.**,FALSE,FALSE,
occultist-the-pattern,The Pattern,occultist,4,2,3,,FALSE,,FALSE,,FALSE,10,"support,spell,limitencounter",Each **Summon** you control may perform a *Basic* **Action** that costs **1 AP** or less as a **Free Action.**,FALSE,FALSE,
occultist-the-answer,The Answer,occultist,4,reaction,1,Range 12,FALSE,,FALSE,,FALSE,10,"support,spell,reaction,limitencounter","**Condition:** An allied character becomes the target of a hostile **Action.**

**Effect:** Switch the location of that allied character with your **Summon** within **Range 12** of that allied character. *(Each character Teleports to the other's location.)*

Your **Summon** becomes the new target of the hostile **Action.**",FALSE,FALSE,
occultist-the-hunger,The Hunger,occultist,4,1,2,,FALSE,,FALSE,,FALSE,10,"support,spell","**Sacrifice** a **Summon:** Allied characters adjacent to that **Summon** receive **Healing.** The total **Healing** is equal to the sacrificed **Summon's** remaining HP, divided as you choose among those characters.

**The Hunger** doesn't benefit from bonuses to your **Healing.**",FALSE,FALSE,
occultist-the-plague,The Plague,occultist,5,reaction,2,Range 8,FALSE,,FALSE,,FALSE,10,"summon,spell,reaction,limitround","**Condition:** A hostile character within **Range 8** is reduced to 0 HP.

**Effect — Focus Cost 2:** Summon a **Legion** *(as though you'd performed Conjure Legion)* in a tile adjacent to that character.",FALSE,FALSE,
occultist-the-nightmare,The Nightmare,occultist,5,2,8,Range 8,FALSE,[mag],FALSE,,TRUE,10+[tier],"summon,spell,legendary,limitencounter","You can **Sacrifice 3 Summons** rather than pay this **Action's Focus Cost.**

Target a free tile. Characters in a **Size 1 Area** centered on that tile make a **Resistance Roll** or suffer [mag] Damage and are **Stunned +1.** Characters that **Resist** suffer half damage and aren't **Stunned.** The target tile is **Obstructed** until the end of the round.

At the end of the round, conjure **Nightmare** in that tile. **Nightmare** can perform *Basic* **Move, Attack,** and **Evade** using your AP. **Nightmare** can always perform all **Melee Actions** available to you, and has the **Pummel** and **The End** *Special* **Actions**. It uses your **Focus.** **Nightmare** is immune to involuntary movement.

**ATK:** 5 | **MAG:** 5 | **HP:** [tier]+10 | **Armor:** 2 | **DEF:** 10 | **SPD:** 2 | **FP:** 0

**Nightmare** is **Legendary.** *(You can't control more than one Legendary Summon.)*",FALSE,FALSE,
occultist-nightmare-pummel,Nightmare: Pummel,occultist,5,passive,0,,FALSE,,FALSE,,FALSE,10,"special,passive",**Nightmare's** first **Melee Attack Action** each turn has **On Hit:** Target makes a **Resistance Roll** or suffers **Push 2** and **Dazed +1.** The character suffers **Push 1** on a **Resist.**,FALSE,FALSE,occultist-the-nightmare
occultist-nightmare-the-end,Nightmare: The End,occultist,5,3,0,Melee,TRUE,20,TRUE,8,FALSE,10,"special,melee,attack,limitround","Perform **The End** only during your **Delayed Turn** and only with **Initiative.** *(Your first AP during that turn must be spent on The End.)*

**+1 Advantage.**",FALSE,FALSE,occultist-the-nightmare
seer-certain-doom,Certain Doom,seer,0,1,0,Range 5,FALSE,,FALSE,,FALSE,10,limitround,"**1/Round:** Deal **[tier]+1 Piercing Chaos Damage** to up to one hostile character within **Range.**

This damage can't be prevented or resisted. It doesn't target the chosen character and ignores the effects of all abilities, statuses, and conditions. **Certain Doom** doesn't trigger **Reactions** and can never deal bonus damage or increased damage.",FALSE,FALSE,
seer-oracles-path,Oracle's Path,seer,0,passive,0,,FALSE,,FALSE,,FALSE,10,passive,"**Beginning of Encounter:** Declare yourself or an allied character.

This encounter, when the declared character is the first allied character to be damaged by a hostile character: That character receives **1 Healing.** You gain **3 Focus** and begin your next turn with **+1 Turn AP.** Focus gained this way can exceed your maximum and is lost at the end of the encounter.",FALSE,FALSE,
seer-skirmisher,Skirmisher,seer,0,passive,0,,FALSE,,FALSE,,FALSE,10,passive,You can move diagonally.,FALSE,FALSE,
seer-ultimate,Ultimate: Omniscience,seer,0,1,0,,FALSE,,FALSE,,FALSE,10,"heroic,ultimate,spell",For the rest of the encounter: You have **Adjudicate.**,FALSE,FALSE,
seer-adjudicate,Adjudicate,seer,0,reaction,0,,FALSE,,FALSE,,FALSE,10,"special,reaction,limitround","**1/Round — Condition:** An **Action Resolution** is rolled and a result is determined.

**Effect:** Change one of the **Action Resolution** dice to a **1** or **6,** possibly changing the outcome of the **Action Resolution.**

**Adjudicate** is a **Free Reaction.** Additionally, you can't be prevented from taking this **Reaction,** except for by its own **1/Round** limit. *(For example, you can use it while under the effects of harmful Conditions that prevent the use of Reactions. You can use it if you've already performed other Reactions this turn. You can use it while staggered, downed, unconscious, dead, unable to perform actions, or if you are somehow no longer present in the scene.)*",FALSE,FALSE,seer-ultimate
seer-heroic-time-manipulation,Time Manipulation,seer,0,0,0,,FALSE,,FALSE,,FALSE,10,"heroic,spell,limitencounter",**1/Encounter — Spend 1 Inspiration:** Your next **Action** has **-1 AP Cost** *(min. 0).*,FALSE,TRUE,
seer-heroic-haruspex,Haruspex,seer,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,You have the **Haruspicy** Action.,FALSE,TRUE,
seer-heroic-haruspex-special,Haruspex: Haruspicy,seer,0,2,0,,FALSE,,FALSE,,FALSE,10,"special,heroic,spell","While adjacent to a hostile character with **0 HP:** Pay half your maximum HP as an additional cost. If you do, remove that character from play and increase the **Flow of Battle** by 1.",FALSE,TRUE,seer-heroic-haruspex
seer-heroic-limitless-willpower,Limitless Willpower,seer,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"If you would pay a **Focus** cost, you may instead **Spend 1 Inspiration.**",FALSE,TRUE,
seer-heroic-foresight,Foresight,seer,0,3,4,,FALSE,,FALSE,,FALSE,10,"heroic,spell","**1/Quest, Spend 1 Inspiration:** For the rest of the encounter, you have **+1 Advantage** on all **Action Resolutions.**",FALSE,TRUE,
seer-heroic-true-sight,True Sight,seer,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"While performing **Actions,** ignore the effects of **Stealth** abilities and **Concealment.**",FALSE,TRUE,
seer-reliable-attacks,Reliable Attacks,seer,1,passive,0,,FALSE,,FALSE,,FALSE,10,,"Your **Attack Actions** without **Graze** have **On Miss:** Graze 2.

*(Graze activates On Damage effects, but not On Hit effects.)*",FALSE,FALSE,
seer-guidance,Guidance,seer,1,passive,0,,FALSE,,FALSE,,FALSE,10,,"When you perform the *Basic* **Aid Action,** you may have the chosen character become **Blessed** instead of the **Action's** other effects.",FALSE,FALSE,
seer-read-intent,Read Intent,seer,1,0,1,,FALSE,,FALSE,,FALSE,10,"spell,limitround","This turn, your **Attack** and **Spell Actions** don't trigger hostile **Reactions.**

**Read Intent** doesn't trigger hostile **Reactions.**",FALSE,FALSE,
seer-disorient,Disorient,seer,1,1,2,Range 5,FALSE,,FALSE,,TRUE,10+[tier],"spell,limitround",Target hostile character makes a **Resistance Roll** or is **Dazed +1.**,FALSE,FALSE,
seer-manipulate-fate,Manipulate Fate,seer,2,1,2,Range 5,FALSE,,FALSE,,FALSE,10,"support,spell,limitround",An allied character in **Range** immediately performs a *Basic* **Move Action** as a **Free Reaction.**,FALSE,FALSE,
seer-prepared-heal,Prepared Heal,seer,2,reaction,2,Range 5,FALSE,,FALSE,,FALSE,10,"support,spell,reaction,limitround","**Condition:** You or an allied character within **Range 5** suffer damage.

**Effect — Focus Cost 2:** The damaged character receives [mag] **Healing** after the damage is dealt. A character that **Delayed** this round receives an additional **2 Healing.**",FALSE,FALSE,
seer-revelation,Revelation,seer,2,1,2,Range 3,FALSE,,FALSE,,FALSE,10,"support,spell","An allied character in **Range** clears **Blinded, Stunned,** and **Dazed.** That character ignores **Concealment** until the end of their next turn.",FALSE,FALSE,
seer-future-sight,Future Sight,seer,3,2,3,Range 5,FALSE,,FALSE,,FALSE,10,"support,spell,limitround","Choose a **Size 1 Area** in **Range.** At the beginning of your next turn, hostile characters in that **Area** suffer [mag] Damage. Allied characters in the area receive **2 Healing,** plus **1 Healing** for each hostile character in the area. If no characters are in the area, recover **Focus** spent to perform **Future Sight.**",FALSE,FALSE,
seer-misleading-vision,Misleading Vision,seer,3,1,2,Range 5,FALSE,,FALSE,,TRUE,10+[tier],"spell,limitround","Target hostile character within **Range** makes a **Resistance Roll** or immediately performs a *Basic* **Move Action,** moving their full speed in a direction of your choice as a **Free Reaction.** *(This movement is voluntary, though you choose its direction.)*",FALSE,FALSE,
seer-assurance,Assurance,seer,3,passive,0,,FALSE,,FALSE,,FALSE,10,"passive,bound","Bind to an **Attack Action.** *(When you begin an encounter, choose an option from those available to you to bind this ability to.)*

The **Bound Attack** can't have net **Advantage** or **Disadvantage** and treats its target's **DEF** as 9.",FALSE,FALSE,
seer-conceal-reality,Conceal Reality,seer,4,2,3,Range 5,FALSE,,FALSE,,FALSE,10,"support,spell,limitround","Choose a **Size 1 Area** in **Range.**

Until the end of your next turn: Characters in that area have **Concealment 3.**

**Sustain (2ap):** Move the area **2 tiles** in any direction.",FALSE,FALSE,
seer-entelechy,Entelechy,seer,4,2,3,Range 5,TRUE,2[mag],TRUE,2,FALSE,10,"ranged,spell,attack,limitround","**Flurry**

**On Damage:** Another allied character within **Range** receives **Barrier** equal to the total **Damage** dealt.

**On Miss:** Graze 2. *(Applies On Damage effect.)*",FALSE,FALSE,
seer-telepathic-bond,Telepathic Bond,seer,4,reaction,3,Range 8,FALSE,,FALSE,,FALSE,10,"support,spell,reaction,limitround","**Condition:** An allied character within **Range** performs the **Refocus Action.**

**Effect — Focus Cost 3:** That character recovers **1 AP** and receives [mag] **Barrier.** It isn't lost as turns end this turn.",FALSE,FALSE,
seer-grasp-the-future,Grasp the Future,seer,5,1,4,Range 5,FALSE,,FALSE,,FALSE,10,"support,spell,limitencounter","An allied character within **Range** that isn't **Delaying** and hasn't taken a turn this round immediately takes their turn. You can't perform **Reactions** during that turn.

Once that character's turn ends, your turn resumes if you have **Turn AP** remaining.",FALSE,FALSE,
seer-rewind,Rewind,seer,5,reaction,0,,FALSE,,FALSE,,FALSE,10,"spell,reaction,limitencounter","**Condition:** An allied character performs a non-Ultimate **Action,** and all other **Reactions** to that **Action** *(if any)* have been declared.

**Effect:** Undo the triggering **Action.** The triggering **Action** can't be performed again this turn. Any declared **Reactions** can't be performed again this turn.

*(When you Undo an Action, all effects of that Action, including damage and healing, are reversed, and any statuses and conditions inflicted by that Action are cleared. The triggering Action is treated as though it never occurred. The costs of the triggering Action, including AP, Reactions, Focus, Inspiration, and the Flow of Battle are refunded.)*",FALSE,FALSE,
mender-life-essence,Life Essence,mender,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"When a character receives **Healing** from you, that character gains **Regeneration 1.**",FALSE,FALSE,
mender-presence-of-mind,Presence of Mind,mender,0,0,0,,FALSE,,FALSE,,FALSE,10,limitencounter,"Perform **Presence of Mind** only as your first **Action** during your turn. *(You keep the Initiative as long as no AP is spent.)*

Gain **1 AP.** Spend it only on a *Spell* **Action.**",FALSE,FALSE,
mender-supreme-resolve,Supreme Resolve,mender,0,passive,0,,FALSE,,FALSE,,FALSE,10,,The *Basic* **Refocus Action** restores 1/2 of your maximum **Focus.** *(Instead of 1/3.)*,FALSE,FALSE,
mender-ultimate,Ultimate: Breath of Life,mender,0,2,0,,FALSE,,FALSE,,FALSE,10,"heroic,ultimate,spell","Perform **Breath of Life** only with **Initiative.** Choose a **Size 3 Area** centered on you.

- For each allied character: if that character is **Downed,** they recover **1 Vigor** and **1 HP** and are returned to play in a free tile in the chosen area. If the character is in the chosen area and isn't **Downed,** that character clears up to one **Condition** of their choice and receives **Regeneration 3.**
- For each hostile character in the area, that character makes a **Resistance Roll** or is **Stunned +2.** A character that **Resists** is **Stunned 1.**

*(An Action is performed with Initiative if it's the first Action you spend AP on during your turn.)*",FALSE,FALSE,
mender-heroic-resurrection,Resurrection,mender,0,3,4,Range 6,FALSE,,FALSE,,FALSE,10,"heroic,support,spell","**1/Quest, Spend 1 Inspiration:** End your turn. A **Downed** allied character recovers **1 HP,** removes **Wounded,** is returned to play in a free tile within **Range,** and immediately takes an extra turn. They are **Invulnerable** during this turn.",FALSE,TRUE,
mender-heroic-supreme-abeyance,Supreme Abeyance,mender,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"Your **Abeyance** gains the following additional **Condition:**

- **Condition:** An allied character within **Range 3** is dealt non-**Chaos** damage by a hostile character.

If **Abeyance** is used to prevent damage dealt to another character, the **Poison** is inflicted on that character.",FALSE,TRUE,
mender-heroic-divine-intervention,Divine Intervention,mender,0,reaction,1,,FALSE,,FALSE,,FALSE,10,"heroic,reaction,limitround","**Condition:** You apply **Healing** to another character while that character is at or below half their maximum HP.

**Effect — Focus Cost 1:** That character receives **Damage Resistance** until the end of their next turn.",FALSE,TRUE,
mender-heroic-surecast,Surecast,mender,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,You can't be moved involuntarily if you're **Regenerating.**,FALSE,TRUE,
mender-heroic-admonishment,Admonishment,mender,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"Each round, the first character that fails a **Resistance Roll** you force is **Stunned 1.**",FALSE,TRUE,
mender-purifying-focus,Purifying Focus,mender,1,passive,0,,FALSE,,FALSE,,FALSE,10,,"When you **Refocus,** you or up to one adjacent allied character clear a **Condition** of your choice that wasn't self-inflicted.",FALSE,FALSE,
mender-alleviating-aid,Alleviating Aid,mender,1,passive,0,,FALSE,,FALSE,,FALSE,10,,"When performing **Aid,** the allied character receives **Regeneration 2.**",FALSE,FALSE,
mender-bane,Bane,mender,1,1,3,Range 4,TRUE,0,FALSE,,TRUE,10+[tier],"ranged,spell,attack,limitround",**On Hit:** The target makes a **Resistance Roll** or is **Poisoned** [tier]+2.,FALSE,FALSE,
mender-abeyance,Abeyance,mender,1,reaction,2,,FALSE,,FALSE,,FALSE,10,"reaction,limitround","**Condition:** You're dealt non-**Chaos** damage by a hostile character.

**Effect — Focus Cost 2:** Prevent that damage. You're **Poisoned** x, where x is the amount of damage prevented.",FALSE,FALSE,
mender-tranquilize,Tranquilize,mender,2,2,3,Range 4,FALSE,,FALSE,,TRUE,10+[tier],"spell,limitround","Up to one hostile character in **Range** becomes **Off Guard.** That character makes a **Resistance Roll** or is perpetually **Dazed** until it suffers nonzero damage from any source. A character that **Resists** is **Dazed 1.**

You can't choose the same character with **Tranquilize** more than once in an encounter.",FALSE,FALSE,
mender-soothe,Soothe,mender,2,1,3,Range 2,FALSE,,FALSE,,FALSE,10,"support,spell","Perform **Soothe** only with **Initiative.**

You or up to one allied character within **Range** receive [mag] **Healing.**",FALSE,FALSE,
mender-succor,Succor,mender,2,2,3,Range 6,FALSE,,FALSE,,FALSE,10,"support,spell","You or up to one allied character in **Range** receives **Regeneration 3.** When performed with **Initiative,** **Succor** confers **Regeneration 4** instead.",FALSE,FALSE,
mender-rebuke,Rebuke,mender,3,1,4,Range 4,FALSE,,FALSE,,TRUE,10,"spell,limitround","Up to one hostile character in **Range** makes a **Resistance Roll** or is **Stunned 1.** If **Rebuke** was performed with **Initiative,** that character is instead **Stunned 2,** becoming **Stunned 1** on a **Resist.**",FALSE,FALSE,
mender-greater-cure,Greater Cure,mender,3,2,4,Range 3,FALSE,,FALSE,,FALSE,10,"support,spell","You or up to one allied character in **Range** receives [tier]+5 **Healing.** Additionally:

- When performed with **Initiative,** **Greater Cure** confers **3 additional Healing** and **Regeneration +1.**
- During a **Delayed Turn,** **Greater Cure** confers **3 additional Healing** and **Regeneration +1.**",FALSE,FALSE,
mender-greater-restoration,Greater Restoration,mender,3,1,2,Range 3,FALSE,,FALSE,,FALSE,10,"support,spell,limitround","Perform **Greater Restoration** only with **Initiative.**

You or up to one allied character in **Range** clear a **Condition** of your choice that wasn't self-inflicted.",FALSE,FALSE,
mender-panacea,Panacea,mender,4,3,5,,FALSE,,FALSE,,FALSE,10,"support,spell","You and non-**Downed** allied characters in a **Size 2 Area** centered on you receive **3 Healing.** If **Panacea** was performed with **Initiative,** **Panacea** instead confers [mag]+3 **Healing.**",FALSE,FALSE,
mender-harmonize,Harmonize,mender,4,passive,0,,FALSE,,FALSE,,FALSE,10,passive,"When you perform a *Spell* **Action,** **Teleport 1.** This movement doesn't trigger **Reactions** and can be made either before or after the **Spell Action's** effects take place.",FALSE,FALSE,
mender-lucid-dreaming,Lucid Dreaming,mender,4,1,5,,FALSE,,FALSE,,FALSE,10,"spell,limitround","Perform **Lucid Dreaming** only with **Initiative.**

At the start of your next turn, recover **7 Focus.**",FALSE,FALSE,
mender-benediction,Benediction,mender,5,1,3,Range 3,FALSE,,FALSE,,FALSE,10,"support,spell,limitencounter","You or up to one non-**Downed** allied character in **Range** receives x **Healing,** where x is the chosen character's **Maximum HP.** If **Benediction** was performed with **Initiative,** the chosen character has **Damage Resistance** until the start of their next turn.",FALSE,FALSE,
mender-condemn,Condemn,mender,5,1,4,Range 4,FALSE,,FALSE,,FALSE,10,"spell,limitencounter","Perform **Condemn** only with **Initiative.**

Target hostile character that isn't **Elite** or **Legendary** is **Stunned 3.** *(No roll.)*

You can't target the same character with **Condemn** more than **1/Encounter**.",FALSE,FALSE,
masquerade-stance,Duet Stance,masquerade,0,passive,0,,FALSE,,FALSE,,FALSE,10,"weapon,stance","**As you enter Duet Stance:** Up to one allied character of your choice becomes your **Foil.**
- **In Duet Stance, End of Turn:** If you spent 3 or more **Focus** on **Focus Costs** this turn, your **Foil** recovers **Focus** equal to **1/3** of the **Focus** you spent on **Focus Costs** this turn.
- When you **Refocus,** you may choose a new **Foil.** The chosen character must be within your **line of effect.**
- You have the **Rite of Inspiration** *Special* **Action**.",FALSE,FALSE,
masquerade-stance-special,Duet Stance: Rite of Inspiration,masquerade,0,0,0,,FALSE,,FALSE,,FALSE,10,"special,limitencounter",Your **Foil** may perform a non-*Ultimate* **Action** that costs (?) or less as a **Free Reaction.**,FALSE,FALSE,
masquerade-en-avant,En Avant,masquerade,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"*Movement* **Focus Cost -1**. *(min. 1)*

Your *Basic* **Evade Action** is **Move** 2.

Incoming **falling damage** is reduced to 1.",FALSE,FALSE,
masquerade-ultimate,Last Dance,masquerade,0,1,0,Melee,TRUE,2[atk],FALSE,,FALSE,10,"heroic,ultimate,melee,weapon,attack","**Flurry**

All hostile characters in **Range** become targets.

**On Attack**: Any number of target non-Downed allied characters within **Range** become **Blessed**, gain **Barrier 3**, and have **+1 Turn AP** next turn.",FALSE,FALSE,
